class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	cast_time	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases	description_source	description
Death Knight	Frost	251	Hyperpyrexia	456238	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76108	96238	1	Buff		cdm-only:CooldownSetSpell		api	Your Runic Power spending abilities have a chance to additionally deal 30% of the damage dealt over 4 sec.
Death Knight	Frost	251	Ice Prison	454786	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76086	96215	1	Utility		cdm-only:CooldownSetSpell		api	Chains of Ice now also roots enemies for 4 sec but its cooldown is increased to 12 sec.
Death Knight	Frost	251	Icebreaker	392950	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76033	96161	2					api	When empowered by Rime, Howling Blast deals 30% increased damage to your primary target.
Death Knight	Frost	251	Icy Death Torrent	435010	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		101933	125878	1					api	Your auto attack critical strikes have a chance to send out a torrent of ice dealing 37 Frost damage to enemies in front of you.
Death Knight	Frost	251	Icy Onslaught	1230272	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		106791	131619	1	Buff		cdm-only:CooldownSetSpell		api	Frost Strike and Glacial Advance now cause your next Frost Strike and Glacial Advance to deal 15% increased damage and cost 5 more Runic Power. \n\nThis effect stacks until the next Runic Empowerment.
Death Knight	Frost	251	Icy Talons	194878	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76085	96214	1	Buff		cdm-only:CooldownSetSpell		api	Your Runic Power spending abilities increase your melee attack speed by 6% for 10 sec, stacking up to 3 times.
Death Knight	Frost	251	Improved Death Strike	374277	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76067	96196	1					api	Death Strike's cost is reduced by 10, and its healing is increased by 60%.
Death Knight	Frost	251	Inexorable Assault	253593	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76100	96230	1					api	Gain Inexorable Assault every 4 sec, stacking up to 5 times.\n\nObliterate consumes up to 3 stacks, dealing an additional 9 Frost damage for each stack consumed.
Death Knight	Frost	251	Insidious Chill	391566	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76051	96179	1	Buff		cdm-only:CooldownSetSpell		api	Your auto-attacks reduce the target's auto-attack speed by 5% for 30 sec, stacking up to 4 times.
Death Knight	Frost	251	Killing Machine	51128	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76117	96247	1	Buff		cdm-only:CooldownSetSpell		api	Your auto attack critical strikes have a chance to make your next Obliterate deal Frost damage and critically strike, or make your next Frostscythe critically strike for 4 times the normal damage.
Death Knight	Frost	251	Killing Streak	1230153	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76123	96254	1	Buff		cdm-only:CooldownSetSpell		api	Obliterate and Frostscythe consume all Killing Machines to deal 25% increased critical strike damage and grant 1.5% Haste for 8 sec for each stack consumed.\n\nMultiple applications may overlap.
Death Knight	Frost	251	Let Terror Reign	1265949	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	109740	135998	1					api	Casting Death Coil or Epidemic orders Whitemane to cast her Death Coil or Epidemic alongside you at 125% effectiveness.
Death Knight	Frost	251	March of Darkness	391546	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76074	96203	1					api	Death's Advance grants an additional 25% movement speed over the first 3 sec.
Death Knight	Frost	251	Mawsworn Menace	444099	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95054	117651	1					api	Scourge Strike deals 15% increased damage and the cooldown of your Death and Decay is reduced by 5 sec.
Death Knight	Frost	251	Mograine's Might	444047	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95067	117664	1					api	Your damage is increased by 5% and you gain  while inside Mograine's Death and Decay.
Death Knight	Frost	251	Murderous Efficiency	207061	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76121	96252	1					api	Consuming the Killing Machine effect has a 20% chance to grant you 1 Rune.
Death Knight	Frost	251	Nazgrim's Conquest	444052	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95059	117656	1					api	If an enemy dies while Nazgrim is active, the strength of Apocalyptic Conquest is increased by 3%.\n\nAdditionally, each Rune you spend increase its value by 1%.
Death Knight	Frost	251	Northwinds	1230284	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76109	96239	1					api	Howling Blast now hits an additional target with maximum effectiveness. \n\nRime increases Howling Blast damage done by an additional 75%.
Death Knight	Frost	251	Null Magic	454842	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		102008	126016	1					api	Magic damage taken is reduced by 8% and the duration of harmful Magic effects against you are reduced by 35%.
Death Knight	Frost	251	Obliteration	281238	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76091	96220	1					api	During Pillar of Frost, Frost Strike and Howling Blast always grant Killing Machine and have a 20% chance to generate a Rune.\n\nAdditionally during Pillar of Frost, Empower Rune Weapon causes your next Obliterate or Frostscythe to cost no Runes.
Death Knight	Frost	251	On a Paler Horse	444008	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95060	117657	1					api	While outdoors you are able to mount your Acherus Deathcharger in combat.
Death Knight	Frost	251	Osmosis	454835	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76088	96217	1					api	Anti-Magic Shell increases healing received by 15%.
Death Knight	Frost	251	Pact of the Apocalypse	444083	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95037	123410	1					api	When you take damage, 5% of the damage is redirected to each active horsemen.
Death Knight	Frost	251	Pact of the Deathbringer	440476	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95035	117632	1					api	When you suffer a damaging effect equal to 25% of your maximum health, you instantly cast Death Pact at 50% effectiveness. May only occur every 2 min.\n\nWhen a Reaper's Mark explodes, the cooldowns of this effect and Death Pact are reduced by 5 sec.
Death Knight	Frost	251	Permafrost	207200	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76066	96195	1					api	Your auto attack damage grants you an absorb shield equal to 40% of the damage dealt.
Death Knight	Frost	251	Proliferating Chill	373930	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		101708	125606	1					api	Chains of Ice affects 1 additional nearby enemy.
Death Knight	Frost	251	Rage of the Frozen Champion	377076	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		101931	125876	1					api	Frost Strike and Glacial Advance have a 15% increased chance to trigger Rime and Howling Blast generates 8 Runic Power while Rime is active.
Death Knight	Frost	251	Reaper's Onslaught	469870	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95057	128266	1					api	Reduces the cooldown of Reaper's Mark by 15 sec, but the amount of Obliterates and Frostscythes empowered by Exterminate is reduced by 1.
Death Knight	Frost	251	Ride or Die!	1265959	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	109741	135999	1					api	Dark Transformation summons forth Whitemane for 6 sec.
Death Knight	Frost	251	Rider's Champion	444005	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95066	117663	1	Buff		cdm-only:CooldownSetSpell		api	Spending Runes has a chance to call forth the aid of a Horsemen for 10 sec.\n\nMograine\nCasts Death and Decay at his location that follows his position and extends the duration of your diseases by 1.0 sec whenever it deals damage.\n\nWhitemane\nCasts Undeath on your target dealing 2 Shadowfrost damage per stack every 3 sec, for 24 sec. Each time Undeath deals damage it gains a stack. Cannot be refreshed.\n\nTrollbane\nCasts Chains of Ice on your target slowing their movement speed by 40% and increasing the damage they take from you by 5% for 8 sec.\n\nNazgrim\nWhile Nazgrim is active you gain Apocalyptic Conquest, increasing your Strength by 5%.
Death Knight	Frost	251	Rune Carved Plates	440282	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95035	123420	1					api	Each Rune spent reduces the magic damage you take by 1.5% and each Rune generated reduces the physical damage you take by 1.5% for 5 sec, up to 5 times.
Death Knight	Frost	251	Rune Mastery	374574	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76079	96208	2	Buff		cdm-only:CooldownSetSpell		api	Consuming a Rune has a chance to increase your Strength by 3% for 8 sec.
Death Knight	Frost	251	Runic Attenuation	207104	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76045	96173	1					api	Auto attacks have a chance to generate 3 Runic Power.
Death Knight	Frost	251	Runic Command	376251	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76102	96232	2					api	Increases your maximum Runic Power by 5.\n\nIncreases Rune regeneration rate by 10%.
Death Knight	Frost	251	Runic Overflow	316803	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76103	96233	2					api	Increases Frost Strike and Glacial Advance damage by 10%.
Death Knight	Frost	251	Runic Protection	454788	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76055	96183	1					api	Your chance to be critically struck is reduced by 3% and your Armor is increased by 6%.
Death Knight	Frost	251	Shattering Blade	207057	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76095	96224	1					api	When Frost Strike damages an enemy with 5 stacks of Razorice it will consume them to deal an additional 115% damage.\n\nFrostbane consumes the Razorice on your main target to deal an additional 300% damage.
Death Knight	Frost	251	Smothering Offense	435005	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		76101	96231	1					api	Your auto attack damage is increased by 10%. \n\nThis amount is increased for each stack of Icy Talons you have and it can stack up to 2 additional times.
Death Knight	Frost	251	Soul Rupture	437161	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95061	117658	1					api	When Reaper's Mark explodes, it deals 20% of the damage dealt to nearby enemies.
Death Knight	Frost	251	Subduing Grasp	454822	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76080	96209	1	Buff		cdm-only:CooldownSetSpell		api	When you would pull an enemy, the damage they deal to you is reduced by 6% for 6 sec.
Death Knight	Frost	251	Suppression	374049	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76087	96216	1					api	Damage taken from area of effect attacks reduced by 3%. When suffering a loss of control effect, this bonus is increased by an additional 6% for 6 sec.
Death Knight	Frost	251	Swift and Painful	443560	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95032	117629	1					api	If no enemies are struck by Soul Rupture, you gain 10% Strength for 8 sec.\n\nWave of Souls is 100% more effective on the main target of your Reaper's Mark.
Death Knight	Frost	251	The Long Winter	456240	talent-passive	TraitNodeEntry	false	0	0	Rotational	spec		101932	125877	1					api	While Pillar of Frost is active your auto-attack critical strikes increase its duration by 1 sec, up to a maximum of 4 sec.
Death Knight	Frost	251	Trollbane's Icy Fury	444097	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95063	117660	1					api	Scourge Strike shatters Trollbane's Chains of Ice when hit, dealing 36 Shadowfrost damage to nearby enemies, and slowing them by 40% for 4 sec. Deals reduced damage beyond 8 targets.
Death Knight	Frost	251	Unholy Armaments	1265971	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	109739	135997	1					api	The abilities that Horsemen cast deal 5% increased damage..
Death Knight	Frost	251	Unholy Bond	374261	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76076	96205	1					api	Increases the effectiveness of your Runeforge effects by 20%.
Death Knight	Frost	251	Unholy Endurance	389682	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76058	96187	1					api	Increases Lichborne duration by 2 sec and reduces the cooldown by 30 sec.
Death Knight	Frost	251	Unholy Momentum	374265	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76069	96198	2					api	Increases Haste by 2%.
Death Knight	Frost	251	Unyielding Will	457574	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76050	96178	1					api	Anti-Magic Shell now removes all harmful magical effects when activated, but its cooldown is increased by 20 sec.
Death Knight	Frost	251	Vestigial Shell	454851	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76053	96181	1					api	Casting Anti-Magic Shell grants 2 nearby allies a Lesser Anti-Magic Shell that Absorbs up to 148 magic damage and reduces the duration of harmful Magic effects against them by 50%.
Death Knight	Frost	251	Veteran of the Third War	48263	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76068	96197	1					api	Stamina increased by 20%.
Death Knight	Frost	251	Wave of Souls	439851	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95036	117633	1	Buff		cdm-only:CooldownSetSpell		api	Reaper's Mark sends forth bursts of Shadowfrost energy and back, dealing 34 Shadowfrost damage both ways to all enemies caught in its path.\n\nWave of Souls critical strikes cause enemies to take 5% increased Shadowfrost damage for 15 sec, stacking up to 2 times, and it is always a critical strike on its way back.
Death Knight	Frost	251	Whitemane's Famine	444033	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Rider of the Apocalypse	95047	117644	1					api	When Scourge Strike damages an enemy affected by Undeath it gains 1 stack and infects another nearby enemy.
Death Knight	Frost	251	Will of the Necropolis	206967	talent-passive	TraitNodeEntry	false	0	0	Rotational	class		76054	96182	2					api	Damage taken below 30% Health is reduced by 20%.
Death Knight	Frost	251	Wither Away	441894	talent-passive	TraitNodeEntry	false	0	0	Rotational	hero	Deathbringer	95058	117655	1					api	Frost Fever deals its damage 100% faster, and the second scythe of Exterminate applies Frost Fever.
Death Knight	Frost	251	Dark Succor	178819	cdm-only	CooldownSetSpell	false	0	0	Rotational						Buff				api	When you kill an enemy that yields experience or honor, your next Death Strike within 20 sec is free and heals for an additional 10% of maximum health.
Death Knight	Frost	251	Death Knight Frost 12.0 Class Set 2pc	1264801	cdm-only	CooldownSetSpell	false	0	0	Rotational						Buff				api	Empower Rune Weapon increases the damage of your next Obliterate by 20% or Frostscythe by 20%.
Death Knight	Frost	251	Frost Death Knight	137006	cdm-only	CooldownSetSpell	false	0	0	Rotational						Buff				none	
Death Knight	Frost	251	Rime	59057	cdm-only	CooldownSetSpell	false	0	0	Rotational						Buff				api	Frost Strike and Glacial Advance have a 45% chance to cause your next Howling Blast to consume no runes and deal 275% additional damage.
